user_id,day,time_spent,sessions,tasks_completed,tasks_pending,efficiency,distractions,active_sessions,longest_session,most_productive_session,engagement_level
user_23,2024-10-26,213,"[12, 48, 11]",9,0,84,2,3,48,11,High
user_23,2024-10-25,265,[13],3,2,99,2,1,13,13,High
user_23,2024-10-24,153,"[96, 49, 43]",1,4,54,2,3,96,96,Medium
user_23,2024-10-23,99,[72],10,5,99,3,1,72,72,Low
user_23,2024-10-22,43,"[52, 80]",10,0,61,1,2,80,80,Low
user_23,2024-10-21,227,"[113, 78, 81, 61]",3,2,66,3,4,113,78,High
user_23,2024-10-20,291,"[31, 82, 61, 34, 59]",8,4,84,0,5,82,82,High
user_23,2024-10-19,129,"[106, 64, 103, 11, 88]",9,3,56,0,5,106,64,Medium
user_24,2024-11-17,192,"[10, 114, 45, 114, 78]",6,2,87,3,5,114,114,Medium
user_24,2024-11-16,118,"[109, 64, 41]",8,0,98,2,3,109,41,Low
user_24,2024-11-15,178,"[103, 59, 117, 92, 108]",8,0,75,3,5,117,103,Medium
user_24,2024-11-14,146,"[105, 75, 32, 56]",3,4,74,1,4,105,75,Medium
user_24,2024-11-13,123,"[98, 10, 55, 94, 45]",2,3,94,0,5,98,55,Medium
user_24,2024-11-12,212,"[105, 120]",6,0,56,0,2,120,105,High
user_24,2024-11-11,65,"[92, 102, 78, 78, 81]",3,5,93,1,5,102,78,Low
user_24,2024-11-10,104,"[87, 46]",5,0,64,3,2,87,46,Low
user_24,2024-11-09,279,"[72, 38]",2,5,61,1,2,72,72,High
user_24,2024-11-08,121,"[105, 39, 111, 39, 87]",10,1,87,0,5,111,105,Medium
user_24,2024-11-07,98,"[87, 40, 31, 15, 33]",9,2,66,1,5,87,15,Low
user_24,2024-11-06,216,"[14, 52, 76, 65]",2,2,53,1,4,76,52,High
user_24,2024-11-05,276,"[51, 40, 60, 97]",0,1,65,0,4,97,97,High
user_24,2024-11-04,208,[69],7,1,60,1,1,69,69,Medium
user_24,2024-11-03,40,"[76, 120, 32, 54]",5,5,84,2,4,120,120,Low
user_24,2024-11-02,180,"[100, 74, 64]",1,4,52,2,3,100,64,Medium
user_24,2024-11-01,184,[102],4,3,77,0,1,102,102,Medium
user_24,2024-10-31,241,"[60, 81, 107, 96]",9,5,77,1,4,107,81,High
user_24,2024-10-30,264,"[112, 93, 73, 52]",5,0,53,0,4,112,112,High
user_24,2024-10-29,80,"[41, 92, 15, 46, 22]",6,0,87,3,5,92,15,Low
user_24,2024-10-28,44,"[38, 112, 98]",9,4,93,3,3,112,98,Low
user_24,2024-10-27,148,"[76, 57, 25, 67]",7,0,70,0,4,76,25,Medium
user_24,2024-10-26,153,"[110, 80, 64, 53]",3,4,98,1,4,110,64,Medium
user_24,2024-10-25,197,"[82, 25, 110]",4,5,61,0,3,110,110,Medium
user_24,2024-10-24,33,"[49, 102, 45]",7,5,52,1,3,102,45,Low
user_24,2024-10-23,156,"[56, 44, 36, 100]",1,3,69,0,4,100,100,Medium
user_24,2024-10-22,120,"[28, 12, 120, 36, 118]",7,5,64,2,5,120,28,Medium
user_24,2024-10-21,206,"[62, 13, 65, 67, 78]",1,2,85,0,5,78,13,Medium
user_24,2024-10-20,268,"[76, 113]",8,5,95,3,2,113,113,High
user_24,2024-10-19,110,"[57, 32]",7,3,95,3,2,57,32,Low
user_25,2024-11-17,249,"[86, 53, 36]",3,0,83,1,3,86,53,High
user_25,2024-11-16,80,"[85, 83, 77, 32, 74]",2,4,87,1,5,85,74,Low
user_25,2024-11-15,201,"[110, 91, 82, 49]",2,2,77,3,4,110,49,Medium
user_25,2024-11-14,289,"[61, 46, 81, 14]",2,0,53,0,4,81,81,High
user_25,2024-11-13,55,"[110, 14, 75]",0,2,98,3,3,110,110,Low
user_25,2024-11-12,213,"[115, 39]",9,4,85,2,2,115,115,High
user_25,2024-11-11,108,"[89, 115, 29]",3,5,63,0,3,115,115,Low
user_25,2024-11-10,210,"[63, 61, 25, 90]",0,2,73,2,4,90,90,Medium
user_25,2024-11-09,91,"[51, 113, 92]",8,4,82,2,3,113,92,Low
user_25,2024-11-08,47,"[85, 84]",7,2,70,0,2,85,85,Low
user_25,2024-11-07,147,"[46, 39, 119, 77, 35]",2,5,86,0,5,119,39,Medium
user_25,2024-11-06,259,"[50, 11]",5,5,77,0,2,50,11,High
user_25,2024-11-05,51,"[22, 66]",3,4,84,0,2,66,22,Low
user_25,2024-11-04,118,"[63, 80, 76, 61]",7,2,97,1,4,80,80,Low
user_25,2024-11-03,182,[14],9,1,91,0,1,14,14,Medium
user_25,2024-11-02,289,[19],1,2,61,3,1,19,19,High
user_25,2024-11-01,185,[87],6,3,71,1,1,87,87,Medium
user_25,2024-10-31,153,"[57, 83, 109]",9,4,58,1,3,109,109,Medium
user_25,2024-10-30,113,"[80, 44]",4,3,66,1,2,80,80,Low
user_25,2024-10-29,142,"[117, 30]",7,3,92,2,2,117,117,Medium
user_25,2024-10-28,180,"[91, 13, 68, 29]",4,5,60,2,4,91,13,Medium
user_25,2024-10-27,108,"[24, 41]",4,1,94,3,2,41,41,Low
user_25,2024-10-26,118,"[108, 36, 11, 77]",1,3,79,2,4,108,36,Low
user_25,2024-10-25,90,"[75, 83, 91, 26, 49]",0,1,69,1,5,91,26,Low
user_25,2024-10-24,41,"[80, 44, 41]",4,2,75,3,3,80,44,Low
user_25,2024-10-23,217,[31],8,5,55,3,1,31,31,High
user_25,2024-10-22,228,[27],5,4,65,3,1,27,27,High
user_25,2024-10-21,156,"[60, 59, 21]",0,3,67,1,3,60,21,Medium
user_25,2024-10-20,236,"[50, 117, 40, 112, 109]",3,3,67,0,5,117,40,High
user_25,2024-10-19,162,"[10, 96, 64]",4,3,58,3,3,96,64,Medium
user_26,2024-11-17,238,"[61, 29, 113]",5,0,79,1,3,113,113,High
user_26,2024-11-16,199,"[101, 93, 87, 104, 54]",4,5,58,3,5,104,104,Medium
user_26,2024-11-15,276,"[102, 104, 81]",4,1,99,3,3,104,81,High
user_26,2024-11-14,179,[67],1,4,63,0,1,67,67,Medium
user_26,2024-11-13,215,"[23, 93]",3,2,71,3,2,93,93,High
user_26,2024-11-12,157,[38],0,0,51,2,1,38,38,Medium
user_26,2024-11-11,150,"[45, 21]",0,5,75,2,2,45,45,Medium
user_26,2024-11-10,167,"[31, 15]",1,3,92,2,2,31,15,Medium
user_26,2024-11-09,93,"[44, 107]",2,0,52,1,2,107,107,Low
user_26,2024-11-08,74,[74],1,4,72,3,1,74,74,Low
user_26,2024-11-07,88,"[98, 16, 19]",4,2,77,2,3,98,19,Low
user_26,2024-11-06,218,"[66, 17, 74, 11]",8,1,85,3,4,74,74,High
user_26,2024-11-05,179,"[117, 96, 23, 33, 87]",9,4,96,2,5,117,96,Medium
user_26,2024-11-04,223,"[83, 33, 31]",4,0,80,2,3,83,33,High
user_26,2024-11-03,291,"[48, 83, 77, 59]",6,5,54,0,4,83,77,High
user_26,2024-11-02,214,"[118, 62]",9,5,90,3,2,118,118,High
user_26,2024-11-01,173,"[98, 87, 118]",8,4,80,0,3,118,118,Medium
user_26,2024-10-31,132,"[84, 17]",7,4,73,3,2,84,17,Medium
user_26,2024-10-30,292,"[63, 40]",10,4,94,1,2,63,63,High
user_26,2024-10-29,155,"[77, 17, 48, 100, 78]",8,4,96,2,5,100,48,Medium
user_26,2024-10-28,133,"[20, 40]",6,1,80,2,2,40,40,Medium
user_26,2024-10-27,208,[98],0,5,82,3,1,98,98,Medium
user_26,2024-10-26,112,"[63, 119]",5,2,82,0,2,119,119,Low
user_26,2024-10-25,80,"[74, 52, 97, 43]",0,2,52,0,4,97,74,Low
user_26,2024-10-24,75,[103],0,0,69,3,1,103,103,Low
user_26,2024-10-23,228,"[88, 105, 22, 26]",2,3,89,0,4,105,22,High
user_26,2024-10-22,270,"[16, 113, 16, 31, 24]",9,3,55,3,5,113,24,High
user_26,2024-10-21,235,[62],8,0,53,3,1,62,62,High
user_26,2024-10-20,49,"[106, 90, 78, 66]",9,2,73,2,4,106,90,Low
user_26,2024-10-19,102,"[108, 118]",3,3,84,0,2,118,118,Low
user_27,2024-11-17,84,"[23, 66, 34, 25, 24]",2,4,61,1,5,66,25,Low
user_27,2024-11-16,94,"[118, 74, 80, 97]",3,0,86,1,4,118,74,Low
user_27,2024-11-15,228,"[101, 30, 109, 41, 47]",9,0,51,0,5,109,41,High
user_27,2024-11-14,140,"[31, 109, 61]",8,1,92,2,3,109,109,Medium
user_27,2024-11-13,285,"[89, 110, 84, 23, 80]",9,2,53,0,5,110,84,High
user_27,2024-11-12,179,"[79, 103, 102, 46, 48]",7,0,78,2,5,103,79,Medium
user_27,2024-11-11,195,"[118, 68]",10,1,96,3,2,118,68,Medium
user_27,2024-11-10,57,"[109, 72, 35, 45]",7,1,100,0,4,109,35,Low
user_27,2024-11-09,179,"[82, 58, 28, 82, 110]",9,4,51,2,5,110,82,Medium
user_27,2024-11-08,210,"[101, 28, 94, 106, 80]",0,3,51,2,5,106,80,Medium
user_27,2024-11-07,121,"[87, 69, 52, 48, 113]",3,1,82,3,5,113,52,Medium
user_27,2024-11-06,35,[108],0,1,71,2,1,108,108,Low
user_27,2024-11-05,125,"[102, 48]",7,5,52,2,2,102,102,Medium
user_27,2024-11-04,103,"[66, 27, 115]",5,4,97,2,3,115,115,Low
user_27,2024-11-03,225,"[106, 93, 69]",2,0,94,0,3,106,93,High
user_27,2024-11-02,280,"[73, 13, 46, 59]",0,3,79,2,4,73,73,High
user_27,2024-11-01,239,"[10, 53, 101, 101, 83]",2,5,83,3,5,101,83,High
user_27,2024-10-31,152,"[105, 118, 83]",0,4,87,3,3,118,105,Medium
user_27,2024-10-30,183,[107],2,5,60,2,1,107,107,Medium
user_27,2024-10-29,30,"[110, 18, 86, 34, 63]",3,5,85,0,5,110,63,Low
user_27,2024-10-28,240,[63],1,1,66,3,1,63,63,High
user_27,2024-10-27,134,"[32, 106]",4,2,100,3,2,106,32,Medium
user_27,2024-10-26,114,"[51, 91, 88, 50]",5,2,85,3,4,91,50,Low
user_27,2024-10-25,103,[110],3,0,92,3,1,110,110,Low
user_27,2024-10-24,94,"[103, 28, 116]",10,3,82,0,3,116,28,Low
user_27,2024-10-23,34,"[90, 93, 43]",10,3,99,1,3,93,43,Low
user_27,2024-10-22,210,"[33, 74]",0,5,73,0,2,74,74,Medium
user_27,2024-10-21,76,"[102, 46, 53, 61, 17]",5,0,51,0,5,102,17,Low
user_27,2024-10-20,86,"[35, 49]",8,2,87,3,2,49,49,Low
user_27,2024-10-19,41,"[37, 73]",9,0,90,2,2,73,73,Low
user_28,2024-11-17,46,"[14, 74, 116, 46]",9,0,85,0,4,116,14,Low
user_28,2024-11-16,263,"[92, 11, 114, 40]",6,0,92,2,4,114,11,High
user_28,2024-11-15,208,[14],3,1,69,1,1,14,14,Medium
user_28,2024-11-14,272,[78],3,2,55,0,1,78,78,High
user_28,2024-11-13,102,"[86, 23]",7,0,70,0,2,86,86,Low
user_28,2024-11-12,238,"[51, 37, 68]",6,3,51,2,3,68,68,High
user_28,2024-11-11,41,"[111, 112, 66]",0,5,55,3,3,112,111,Low
user_28,2024-11-10,93,"[113, 30, 64, 56]",2,2,86,0,4,113,64,Low
user_28,2024-11-09,157,[36],6,5,96,3,1,36,36,Medium
user_28,2024-11-08,230,"[31, 109, 91]",6,5,87,2,3,109,91,High
user_28,2024-11-07,41,"[13, 59, 90]",7,0,81,1,3,90,13,Low
user_28,2024-11-06,145,"[11, 98, 40, 70]",2,1,83,2,4,98,11,Medium
user_28,2024-11-05,43,"[19, 36]",0,4,94,0,2,36,36,Low
user_28,2024-11-04,50,[16],10,2,53,2,1,16,16,Low
user_28,2024-11-03,94,"[34, 53]",8,2,67,3,2,53,53,Low
user_28,2024-11-02,177,"[39, 10, 59, 106]",7,3,71,2,4,106,106,Medium
user_28,2024-11-01,125,"[117, 46, 78, 113, 61]",7,3,90,2,5,117,46,Medium
user_28,2024-10-31,142,"[18, 62, 40, 68]",5,4,70,3,4,68,62,Medium
user_28,2024-10-30,290,"[26, 88]",7,2,86,2,2,88,26,High
user_28,2024-10-29,72,"[20, 29, 20, 78]",8,4,84,3,4,78,78,Low
user_28,2024-10-28,255,"[20, 72]",9,0,94,0,2,72,20,High
user_28,2024-10-27,34,"[77, 81]",8,1,56,0,2,81,81,Low
user_28,2024-10-26,285,"[25, 73]",9,3,71,3,2,73,73,High
user_28,2024-10-25,192,"[33, 83, 76, 27, 51]",1,5,93,1,5,83,76,Medium
user_28,2024-10-24,260,"[48, 74, 60]",6,2,69,0,3,74,74,High
user_28,2024-10-23,159,"[72, 96, 103, 24, 87]",5,1,51,2,5,103,103,Medium
user_28,2024-10-22,197,"[75, 85]",2,0,64,2,2,85,85,Medium
user_28,2024-10-21,173,"[50, 69, 61]",1,0,58,0,3,69,50,Medium
user_28,2024-10-20,95,"[37, 64, 43]",1,2,76,0,3,64,43,Low
user_28,2024-10-19,167,"[115, 73]",5,5,51,2,2,115,73,Medium
user_29,2024-11-17,158,"[37, 102]",6,5,86,1,2,102,102,Medium
user_29,2024-11-16,143,"[74, 78]",6,0,93,2,2,78,74,Medium
user_29,2024-11-15,255,"[23, 94]",9,5,94,1,2,94,23,High
user_29,2024-11-14,238,"[96, 39]",1,3,77,3,2,96,39,High
user_29,2024-11-13,229,"[94, 46, 95]",4,5,90,2,3,95,46,High
user_29,2024-11-12,226,"[82, 98, 96]",1,5,58,0,3,98,96,High
user_29,2024-11-11,64,"[71, 52]",1,5,77,2,2,71,52,Low
user_29,2024-11-10,188,"[119, 60, 117]",3,0,61,2,3,119,119,Medium
user_29,2024-11-09,36,[42],4,0,81,0,1,42,42,Low
user_29,2024-11-08,146,"[50, 104, 71, 112]",2,0,92,2,4,112,50,Medium
user_29,2024-11-07,253,"[57, 82, 118]",3,3,60,2,3,118,82,High
user_29,2024-11-06,263,[94],7,1,65,2,1,94,94,High
user_29,2024-11-05,271,"[48, 100, 119, 89]",6,4,67,3,4,119,100,High
user_29,2024-11-04,290,"[69, 34, 105, 31]",3,1,83,3,4,105,69,High
user_29,2024-11-03,45,"[50, 14, 46, 62]",2,3,94,2,4,62,62,Low
user_29,2024-11-02,279,"[85, 19, 37, 105]",8,0,92,3,4,105,37,High
user_29,2024-11-01,283,[117],5,5,89,0,1,117,117,High
user_29,2024-10-31,174,"[43, 44, 101]",6,2,68,3,3,101,43,Medium
user_29,2024-10-30,86,"[90, 104]",4,5,83,0,2,104,104,Low
user_29,2024-10-29,140,"[52, 27, 109, 13, 34]",5,3,79,1,5,109,13,Medium
user_29,2024-10-28,32,"[19, 75, 68, 20, 94]",1,2,96,3,5,94,75,Low
user_29,2024-10-27,198,"[96, 27, 85]",10,1,64,2,3,96,96,Medium
user_29,2024-10-26,78,"[70, 88]",2,0,79,2,2,88,88,Low
user_29,2024-10-25,287,"[58, 21]",0,3,85,0,2,58,21,High
user_29,2024-10-24,215,"[58, 103, 113]",4,1,64,0,3,113,58,High
user_29,2024-10-23,168,"[86, 61, 48]",2,3,82,0,3,86,48,Medium
user_29,2024-10-22,58,"[50, 31, 82]",9,5,66,2,3,82,31,Low
user_29,2024-10-21,52,"[13, 32, 113, 27]",0,3,51,2,4,113,32,Low
user_29,2024-10-20,195,"[20, 12, 116, 62, 30]",3,0,58,1,5,116,12,Medium
user_29,2024-10-19,284,"[15, 107, 15, 24]",1,3,54,0,4,107,107,High
user_30,2024-11-17,161,"[97, 109, 71]",10,1,91,1,3,109,109,Medium
user_30,2024-11-16,222,"[30, 28, 81, 54]",9,2,96,1,4,81,30,High
user_30,2024-11-15,247,"[105, 114]",1,2,54,1,2,114,105,High
user_30,2024-11-14,69,[76],7,5,60,0,1,76,76,Low
user_30,2024-11-13,54,[44],6,0,96,1,1,44,44,Low
user_30,2024-11-12,238,"[70, 43, 103, 84]",0,2,98,0,4,103,103,High
user_30,2024-11-11,177,[25],9,1,65,0,1,25,25,Medium
user_30,2024-11-10,161,[115],6,0,94,2,1,115,115,Medium
user_30,2024-11-09,89,"[61, 77, 79, 118]",9,1,77,0,4,118,118,Low
user_30,2024-11-08,228,"[37, 101]",4,0,57,2,2,101,37,High
user_30,2024-11-07,113,"[81, 49, 120, 85, 112]",4,3,87,3,5,120,85,Low
user_30,2024-11-06,50,"[95, 28, 36, 12, 66]",9,2,51,0,5,95,66,Low
user_30,2024-11-05,184,[95],1,2,50,0,1,95,95,Medium
user_30,2024-11-04,95,"[22, 26]",9,4,77,3,2,26,26,Low
user_30,2024-11-03,224,"[75, 90, 26, 20]",8,3,83,1,4,90,90,High
user_30,2024-11-02,208,"[17, 101]",4,1,82,0,2,101,101,Medium
user_30,2024-11-01,275,"[23, 64]",7,4,57,2,2,64,23,High
user_30,2024-10-31,228,"[63, 80, 23, 14]",0,3,92,2,4,80,14,High
user_30,2024-10-30,241,"[80, 70, 87, 106]",4,1,99,3,4,106,70,High
user_30,2024-10-29,162,"[52, 45, 103, 33, 39]",6,5,99,0,5,103,33,Medium
user_30,2024-10-28,56,"[17, 62]",2,1,54,2,2,62,62,Low
user_30,2024-10-27,56,"[52, 81, 14, 36, 117]",2,4,74,0,5,117,52,Low
user_30,2024-10-26,236,"[43, 73]",8,4,73,2,2,73,43,High
user_30,2024-10-25,198,[50],7,1,58,2,1,50,50,Medium
user_30,2024-10-24,205,"[29, 68, 110]",9,0,77,0,3,110,110,Medium
user_30,2024-10-23,196,"[33, 34, 72]",5,1,96,1,3,72,33,Medium
user_30,2024-10-22,70,"[102, 44, 13]",1,3,89,2,3,102,13,Low
user_30,2024-10-21,240,[14],9,0,98,1,1,14,14,High
user_30,2024-10-20,242,"[58, 82, 41, 50, 68]",8,5,90,1,5,82,50,High
user_30,2024-10-19,288,[68],8,3,62,2,1,68,68,High
user_31,2024-11-17,102,"[62, 44]",7,5,58,3,2,62,44,Low
user_31,2024-11-16,178,"[43, 36, 13, 71, 35]",0,3,94,3,5,71,13,Medium
user_31,2024-11-15,55,"[117, 108, 33, 99]",1,5,85,1,4,117,117,Low
user_31,2024-11-14,166,[32],2,2,83,3,1,32,32,Medium
user_31,2024-11-13,138,[44],7,5,99,2,1,44,44,Medium
user_31,2024-11-12,163,"[39, 41]",1,0,55,3,2,41,39,Medium
user_31,2024-11-11,67,"[98, 69]",1,4,86,3,2,98,98,Low
user_31,2024-11-10,76,"[36, 105]",0,4,98,1,2,105,36,Low
user_31,2024-11-09,267,"[113, 95]",3,3,55,0,2,113,95,High
user_31,2024-11-08,166,"[26, 98]",4,0,60,1,2,98,98,Medium
user_31,2024-11-07,203,"[86, 69, 100, 28]",5,4,53,2,4,100,86,Medium
user_31,2024-11-06,89,"[22, 57, 120]",1,0,85,2,3,120,120,Low
user_31,2024-11-05,162,"[73, 42, 114]",2,2,99,2,3,114,73,Medium
user_31,2024-11-04,65,"[35, 75, 105, 55, 39]",10,4,72,3,5,105,75,Low
user_31,2024-11-03,176,"[50, 116, 39, 32, 62]",9,3,54,2,5,116,62,Medium
user_31,2024-11-02,267,"[61, 59]",8,5,97,0,2,61,61,High
user_31,2024-11-01,213,"[109, 94, 14, 76, 84]",7,4,86,0,5,109,94,High
user_31,2024-10-31,81,"[112, 102, 34, 72, 109]",5,5,87,2,5,112,109,Low
user_31,2024-10-30,288,"[106, 81, 52]",4,0,53,1,3,106,52,High
user_31,2024-10-29,138,"[115, 53, 50, 96]",0,1,59,1,4,115,50,Medium
user_31,2024-10-28,58,[87],2,0,88,2,1,87,87,Low
user_31,2024-10-27,114,"[26, 32, 103, 55]",0,3,64,1,4,103,26,Low
user_31,2024-10-26,203,[115],2,3,86,2,1,115,115,Medium
user_31,2024-10-25,256,"[118, 27]",1,3,64,2,2,118,118,High
user_31,2024-10-24,35,"[60, 78, 76, 86, 28]",3,5,89,0,5,86,86,Low
user_31,2024-10-23,41,[117],0,3,50,3,1,117,117,Low
user_31,2024-10-22,176,"[28, 84]",0,3,92,3,2,84,84,Medium
user_31,2024-10-21,281,"[115, 27, 42, 65]",2,1,50,1,4,115,42,High
user_31,2024-10-20,114,"[94, 57, 92, 41, 35]",8,5,73,0,5,94,94,Low
user_31,2024-10-19,52,[75],10,5,87,3,1,75,75,Low
user_32,2024-11-17,298,"[104, 68, 50, 11, 30]",0,3,88,0,5,104,11,High
user_32,2024-11-16,126,"[68, 95, 67]",4,0,96,0,3,95,68,Medium
user_32,2024-11-15,185,[50],0,1,76,0,1,50,50,Medium
user_32,2024-11-14,172,"[73, 14, 33, 35, 16]",0,4,71,3,5,73,35,Medium
user_32,2024-11-13,126,"[43, 30, 62]",7,4,95,1,3,62,43,Medium
user_32,2024-11-12,171,"[90, 79, 23]",2,0,87,3,3,90,79,Medium
user_32,2024-11-11,68,"[41, 92]",6,4,88,2,2,92,41,Low
user_32,2024-11-10,253,[116],6,2,80,1,1,116,116,High
user_32,2024-11-09,169,[39],9,4,51,2,1,39,39,Medium
user_32,2024-11-08,107,"[99, 60, 40, 25]",10,3,53,2,4,99,25,Low
user_32,2024-11-07,127,"[94, 114]",3,1,99,2,2,114,114,Medium
user_32,2024-11-06,261,"[65, 115]",8,5,98,0,2,115,65,High
user_32,2024-11-05,276,"[15, 60, 101, 77]",10,4,95,1,4,101,15,High
user_32,2024-11-04,242,"[62, 110]",2,2,90,2,2,110,62,High
user_32,2024-11-03,65,"[28, 35, 69, 33]",2,4,86,1,4,69,35,Low
user_32,2024-11-02,222,"[58, 21, 46, 22]",10,3,52,1,4,58,22,High
user_32,2024-11-01,243,"[117, 37, 62]",10,3,81,2,3,117,62,High
user_32,2024-10-31,251,[114],8,0,86,3,1,114,114,High
user_32,2024-10-30,62,[88],3,3,76,3,1,88,88,Low
user_32,2024-10-29,63,[51],1,5,56,1,1,51,51,Low
user_32,2024-10-28,135,"[100, 49]",10,2,92,2,2,100,49,Medium
user_32,2024-10-27,158,"[39, 61, 32, 55]",8,0,87,1,4,61,32,Medium
user_32,2024-10-26,161,"[54, 112, 80]",0,1,83,1,3,112,80,Medium
user_32,2024-10-25,251,"[56, 82, 31]",10,5,68,3,3,82,82,High
user_32,2024-10-24,163,[40],8,4,53,1,1,40,40,Medium
user_32,2024-10-23,266,"[88, 20, 102]",9,4,91,2,3,102,102,High
user_32,2024-10-22,296,"[57, 43, 94, 14]",7,0,98,2,4,94,94,High
user_32,2024-10-21,141,"[84, 91, 101]",9,3,69,2,3,101,101,Medium
user_32,2024-10-20,95,"[107, 87, 76]",0,1,51,0,3,107,107,Low
user_32,2024-10-19,220,"[27, 19]",9,4,81,1,2,27,27,High
user_33,2024-11-17,107,"[20, 71]",9,4,58,0,2,71,71,Low
user_33,2024-11-16,134,"[28, 16, 85, 42, 68]",9,2,65,2,5,85,85,Medium
user_33,2024-11-15,250,"[55, 53, 99, 49, 67]",5,5,96,2,5,99,49,High
user_33,2024-11-14,250,"[28, 49]",8,1,74,1,2,49,28,High
user_33,2024-11-13,191,"[92, 110, 108, 11]",8,4,75,3,4,110,110,Medium
user_33,2024-11-12,289,"[39, 24, 104, 58]",2,5,55,1,4,104,104,High
user_33,2024-11-11,85,[40],3,0,92,2,1,40,40,Low
user_33,2024-11-10,278,[24],6,5,83,0,1,24,24,High
user_33,2024-11-09,153,"[35, 30, 18]",9,2,98,2,3,35,35,Medium
user_33,2024-11-08,254,"[95, 35, 50]",8,3,85,3,3,95,50,High
user_33,2024-11-07,249,[32],6,2,100,2,1,32,32,High
user_33,2024-11-06,283,[93],2,1,77,2,1,93,93,High
user_33,2024-11-05,237,"[80, 105]",3,2,93,1,2,105,105,High
user_33,2024-11-04,150,"[42, 76, 47, 18]",5,0,62,2,4,76,18,Medium
user_33,2024-11-03,106,"[102, 99, 15, 27]",8,5,72,2,4,102,102,Low
user_33,2024-11-02,153,"[67, 41, 72]",6,2,70,1,3,72,41,Medium
user_33,2024-11-01,96,[55],0,4,82,1,1,55,55,Low
user_33,2024-10-31,249,"[30, 93, 100]",6,4,52,2,3,100,93,High
user_33,2024-10-30,208,[67],5,0,70,1,1,67,67,Medium
user_33,2024-10-29,160,[34],0,3,73,0,1,34,34,Medium
user_33,2024-10-28,135,"[97, 71]",8,1,93,3,2,97,97,Medium
user_33,2024-10-27,236,"[67, 84, 116]",0,3,81,0,3,116,67,High
user_33,2024-10-26,48,"[88, 74, 100, 21, 68]",4,3,85,0,5,100,68,Low
user_33,2024-10-25,194,"[27, 27, 106, 53]",0,4,72,0,4,106,27,Medium
user_33,2024-10-24,279,"[71, 23, 32, 37, 111]",5,1,74,1,5,111,111,High
user_33,2024-10-23,41,"[14, 73, 111, 48, 62]",4,3,73,0,5,111,14,Low
user_33,2024-10-22,285,"[49, 94, 111]",7,0,53,0,3,111,49,High
user_33,2024-10-21,35,"[18, 87, 55, 101, 111]",0,4,60,1,5,111,87,Low
user_33,2024-10-20,217,"[107, 39]",2,1,72,0,2,107,107,High
user_33,2024-10-19,241,"[109, 48, 77, 23, 54]",3,1,59,1,5,109,23,High
user_34,2024-11-17,167,"[96, 98]",6,2,90,2,2,98,96,Medium
user_34,2024-11-16,55,"[65, 85, 49, 60, 74]",8,2,80,0,5,85,49,Low
user_34,2024-11-15,110,"[108, 26]",8,2,80,2,2,108,108,Low
user_34,2024-11-14,66,"[87, 69, 15, 77, 27]",8,3,70,0,5,87,69,Low
user_34,2024-11-13,33,"[27, 47, 46, 12]",5,4,64,2,4,47,27,Low
user_34,2024-11-12,128,[111],5,5,70,2,1,111,111,Medium
user_34,2024-11-11,148,"[21, 110]",2,4,69,1,2,110,110,Medium
user_34,2024-11-10,113,"[28, 66, 65, 89]",2,2,94,2,4,89,66,Low
user_34,2024-11-09,99,[69],7,3,68,3,1,69,69,Low
user_34,2024-11-08,295,"[77, 16, 105]",2,2,97,2,3,105,105,High
user_34,2024-11-07,102,"[25, 101, 65, 67]",4,0,59,2,4,101,25,Low
user_34,2024-11-06,228,"[114, 23]",10,4,98,2,2,114,114,High
user_34,2024-11-05,257,"[67, 13, 45, 63, 48]",6,3,69,2,5,67,13,High
user_34,2024-11-04,210,"[52, 120, 80, 39]",3,3,94,2,4,120,120,Medium
user_34,2024-11-03,53,"[111, 72, 69, 43, 41]",5,5,62,0,5,111,43,Low
user_34,2024-11-02,58,"[102, 82, 46]",2,3,63,2,3,102,82,Low
user_34,2024-11-01,63,"[69, 62, 19]",0,0,50,2,3,69,69,Low
user_34,2024-10-31,186,"[114, 93]",3,4,83,3,2,114,93,Medium
user_34,2024-10-30,59,"[36, 42, 83]",7,2,95,3,3,83,83,Low
user_34,2024-10-29,220,"[83, 88]",10,5,62,2,2,88,83,High
user_34,2024-10-28,285,"[42, 107, 75, 47]",4,3,96,2,4,107,75,High
user_34,2024-10-27,40,[44],5,3,72,0,1,44,44,Low
user_34,2024-10-26,42,"[96, 41, 17, 87, 45]",2,5,100,2,5,96,41,Low
user_34,2024-10-25,131,"[13, 59]",3,3,53,3,2,59,13,Medium
user_34,2024-10-24,267,"[66, 44, 12, 24, 66]",4,2,70,1,5,66,24,High
user_34,2024-10-23,231,"[105, 30, 36, 45]",6,1,85,0,4,105,105,High
user_34,2024-10-22,172,"[67, 11, 63, 107, 104]",10,1,72,1,5,107,63,Medium
user_34,2024-10-21,176,"[103, 71, 120]",5,0,57,3,3,120,71,Medium
user_34,2024-10-20,238,"[23, 30, 85, 15, 10]",9,3,65,1,5,85,85,High
user_34,2024-10-19,213,"[80, 23, 34]",8,0,80,0,3,80,34,High
user_35,2024-11-17,229,[86],4,2,90,3,1,86,86,High
user_35,2024-11-16,259,"[117, 14, 53]",7,4,52,2,3,117,53,High
user_35,2024-11-15,197,"[47, 84, 96]",7,2,80,3,3,96,47,Medium
user_35,2024-11-14,271,"[99, 78]",8,4,51,1,2,99,99,High
